account_age_days,followers_count,following_count,follower_following_ratio,total_tweets,tweets_per_day,has_profile_image,has_bio,bio_length,has_url,username_length,username_digit_ratio,has_default_profile,listed_count,favorites_count,favorites_per_day,retweet_ratio,avg_tweets_per_hour_variance,unique_sources_count,is_verified,label
596,1446,484,2.9876,914,1.5336,1,1,29,0,10,0.1704,0,2,10673,17.9077,0.3146,14.8149,4,0,0
243,1571,207,7.5894,61748,254.107,1,0,0,0,10,0.3421,1,3,139,0.572,0.8573,1.1478,2,0,1
1654,0,1,0.0,929,0.5617,1,1,151,0,8,0.1777,0,0,2099,1.269,0.4508,8.8737,1,0,0
2355,441,694,0.6354,5700,2.4204,1,1,36,1,11,0.2853,0,2,495,0.2102,0.4713,14.7111,3,0,0
4783,569,690,0.8246,0,0.0,1,1,48,0,12,0.0682,1,22,7641,1.5975,0.3353,14.5698,3,0,0
2062,1562,789,1.9797,1258,0.6101,1,0,0,1,4,0.0092,0,0,0,0.0,0.4684,13.8422,3,0,0
165,18,1808,0.01,10206,61.8545,0,0,0,0,6,0.4308,1,3,40,0.2424,0.9434,0.5146,1,0,1
1806,1351,565,2.3912,15478,8.5703,1,0,0,0,11,0.0683,0,3,1813,1.0039,0.5133,3.5726,1,0,1
4361,277,441,0.6281,442,0.1014,1,1,55,1,14,0.0909,0,0,9221,2.1144,0.2194,8.1328,2,0,0
1577,1039,969,1.0722,8617,5.4642,1,1,28,0,18,0.0979,0,3,301,0.1909,0.6163,2.7745,2,0,1
559,2,4368,0.0005,50,0.0894,0,0,0,0,11,0.4177,0,3,48,0.0859,0.292,0.4847,1,0,1
531,2253,465,4.8452,93236,175.5857,1,1,57,1,7,0.1415,0,0,7,0.0132,0.9888,1.4463,2,0,1
186,42,4989,0.0084,36589,196.7151,0,0,0,0,18,0.6337,1,0,8,0.043,0.6928,0.2893,1,0,1
3970,0,267,0.0,2556,0.6438,1,1,23,0,12,0.0572,0,0,297,0.0748,0.3621,6.4765,2,0,0
196,11,2548,0.0043,15166,77.3776,1,1,26,0,5,0.5643,0,0,78,0.398,0.6103,1.1456,1,0,1
436,3454,263,13.1331,12772,29.2936,0,0,0,0,9,0.3774,0,2,425,0.9748,0.74,1.862,1,0,1
1921,2170,683,3.1772,2806,1.4607,1,1,88,1,9,0.2673,0,0,1818,0.9464,0.411,1.6945,3,0,1
1965,959,824,1.1638,6775,3.4478,0,1,85,0,9,0.2921,0,1,534,0.2718,0.5155,2.2205,2,0,1
3228,0,556,0.0,308,0.0954,1,0,0,0,6,0.1363,0,0,3672,1.1375,0.3789,14.5195,4,0,0
2321,0,3,0.0,471,0.2029,1,0,0,0,15,0.1426,0,0,4565,1.9668,0.121,3.1882,5,0,0
78,2062,262,7.8702,3866,49.5641,1,0,0,0,14,0.1206,0,0,0,0.0,0.1451,6.7457,1,0,0
3372,1122,1,1122.0,727,0.2156,1,1,51,1,7,0.0392,0,2,0,0.0,0.3401,9.5702,3,0,0
1679,725,1937,0.3743,17144,10.2108,1,1,25,1,8,0.0927,0,0,2687,1.6004,0.6691,3.4457,1,0,1
3389,397,988,0.4018,9168,2.7052,1,1,44,1,15,0.2937,0,2,111,0.0328,0.2199,6.5251,2,0,0
3918,0,482,0.0,1909,0.4872,1,1,91,0,13,0.0054,0,0,0,0.0,0.0618,2.6766,4,0,0
414,4,7180,0.0006,58,0.1401,0,0,0,0,14,0.369,1,0,40,0.0966,0.0654,0.9339,1,0,1
2349,0,320,0.0,5904,2.5134,1,1,60,1,7,0.0742,0,15,2009,0.8553,0.0803,4.0015,3,0,0
4748,0,467,0.0,6117,1.2883,1,1,36,1,8,0.0393,0,2,6279,1.3225,0.2069,9.8578,1,0,0
188,18,3782,0.0048,21641,115.1117,1,0,0,1,17,0.683,1,1,2,0.0106,0.9383,0.3335,1,0,1
3256,760,1,760.0,4837,1.4856,1,1,27,0,6,0.0839,0,7,0,0.0,0.2185,5.2657,5,0,0
4848,0,1,0.0,3725,0.7684,1,0,0,1,11,0.0273,1,21,7466,1.54,0.4064,7.4881,1,0,0
630,0,233,0.0,3749,5.9508,1,1,68,0,6,0.0601,0,21,3323,5.2746,0.1872,3.2039,4,0,0
33,11,3255,0.0034,40935,1240.4545,1,0,0,1,14,0.3783,0,0,34,1.0303,0.9356,0.3362,1,0,1
3263,1659,631,2.6292,627,0.1922,1,1,44,1,13,0.2598,1,38,6902,2.1152,0.3446,9.503,4,0,0
2660,666,537,1.2402,0,0.0,1,1,62,0,8,0.2649,0,0,5748,2.1609,0.2866,8.6451,4,0,0
1588,2462,1770,1.391,5059,3.1858,0,1,25,0,19,0.2353,0,0,1922,1.2103,0.6679,3.7776,2,0,1
3130,432,105,4.1143,0,0.0,1,1,41,1,4,0.0272,0,15,13719,4.3831,0.144,4.4127,4,0,0
52,10,3422,0.0029,27733,533.3269,0,1,5,1,15,0.4373,0,0,90,1.7308,0.8543,0.5348,1,0,1
248,1982,289,6.8581,368,1.4839,1,1,24,0,4,0.0864,1,12,0,0.0,0.168,7.4406,3,0,0
1808,263,123,2.1382,2495,1.38,1,1,52,0,11,0.1401,0,0,12284,6.7942,0.2778,14.4812,4,0,0
4574,74,1,74.0,0,0.0,1,1,24,0,8,0.2073,0,21,0,0.0,0.2854,14.6114,2,0,0
1823,1371,1367,1.0029,6986,3.8321,0,1,47,1,16,0.2389,0,0,1207,0.6621,0.4884,2.6777,1,0,1
129,31,1415,0.0219,26537,205.7132,0,0,0,1,10,0.4723,1,0,17,0.1318,0.8731,1.035,1,0,1
1518,780,1,780.0,78,0.0514,1,1,123,1,4,0.1169,0,0,10975,7.2299,0.0785,11.6974,1,0,0
2531,1584,501,3.1617,5940,2.3469,1,1,33,0,7,0.1485,0,0,3017,1.192,0.2877,14.7101,3,0,0
851,15,2331,0.0064,17,0.02,0,0,0,0,14,0.2135,0,0,41,0.0482,0.1666,0.0341,1,0,1
4721,497,1,497.0,0,0.0,1,1,31,0,9,0.2752,0,9,3758,0.796,0.4361,2.8732,4,0,0
2644,432,1,432.0,0,0.0,1,1,38,0,14,0.0167,0,15,3746,1.4168,0.2779,6.1629,4,0,0
544,811,690,1.1754,3170,5.8272,1,1,108,0,17,0.3991,0,0,1721,3.1636,0.4057,1.5194,1,0,1
709,337,1162,0.29,5367,7.5698,1,0,0,0,20,0.3378,0,5,2577,3.6347,0.3435,2.172,3,0,1
1696,1514,1050,1.4419,4453,2.6256,1,1,29,1,15,0.1247,1,2,958,0.5649,0.3718,0.8591,1,0,1
953,2373,1028,2.3084,16813,17.6422,1,0,0,0,10,0.0937,0,0,849,0.8909,0.3959,2.5028,1,0,1
103,371,1478,0.251,15563,151.0971,0,1,51,1,11,0.3818,0,0,129,1.2524,0.6993,3.2203,3,0,1
2732,235,639,0.3678,3801,1.3913,1,1,59,1,11,0.1398,0,9,0,0.0,0.1434,6.008,3,0,0
174,14,4770,0.0029,8715,50.0862,0,0,0,0,18,0.6118,1,1,65,0.3736,0.8908,0.7022,1,0,1
462,415,628,0.6608,6466,13.9957,1,1,39,0,14,0.2185,0,3,2053,4.4437,0.4046,3.5682,1,0,1
428,315,252,1.25,52118,121.771,1,1,37,1,17,0.2692,0,0,212,0.4953,0.9735,0.5552,1,0,1
297,182,544,0.3346,3026,10.1886,1,0,0,0,12,0.164,0,0,0,0.0,0.486,2.2267,3,0,0
46,29,3342,0.0087,26825,583.1522,0,0,0,1,17,0.3184,1,0,41,0.8913,0.8916,0.3627,1,0,1
172,2,2366,0.0008,21,0.1221,0,0,0,0,15,0.2518,1,0,38,0.2209,0.2669,0.0005,1,0,1
150,48,2951,0.0163,47541,316.94,0,0,0,1,17,0.6283,1,2,21,0.14,0.6428,0.7735,1,0,1
3151,932,598,1.5585,0,0.0,1,1,123,0,11,0.2886,0,1,0,0.0,0.3733,11.7415,3,0,0
3241,472,1054,0.4478,2147,0.6624,1,1,68,1,11,0.0618,0,0,3293,1.016,0.3292,5.7613,5,0,0
570,528,505,1.0455,8155,14.307,1,1,29,1,5,0.285,0,0,1440,2.5263,0.2981,14.3058,3,0,0
1120,52,824,0.0631,0,0.0,1,1,154,1,14,0.0559,0,5,3128,2.7929,0.1712,2.3887,3,0,0
1717,946,88,10.75,983,0.5725,1,0,0,0,6,0.1969,0,0,4023,2.343,0.2898,11.3527,2,0,0
1831,2012,1236,1.6278,7871,4.2987,1,1,107,0,20,0.1158,0,7,1681,0.9181,0.5008,3.786,1,0,1
2707,614,324,1.8951,4615,1.7048,1,1,122,1,4,0.0805,0,0,10804,3.9911,0.1888,7.3276,5,0,0
111,264,1299,0.2032,447,4.027,1,1,146,1,14,0.0223,0,11,136,1.2252,0.3363,8.8633,1,0,0
106,50,4338,0.0115,29427,277.6132,0,0,0,1,11,0.6101,0,0,78,0.7358,0.7966,0.4377,1,0,1
246,18,4330,0.0042,123,0.5,1,0,0,0,12,0.406,1,0,25,0.1016,0.0872,1.7783,1,0,1
2483,0,535,0.0,3325,1.3391,1,1,84,0,5,0.1266,0,0,7427,2.9911,0.1851,7.0407,2,0,0
18,8,805,0.0099,1319,73.2778,0,0,0,1,14,0.7684,1,1,16,0.8889,0.6563,0.304,1,0,1
1271,246,505,0.4871,0,0.0,1,0,0,1,10,0.1669,0,16,0,0.0,0.4627,2.1607,5,0,0
686,12,2781,0.0043,174,0.2536,0,0,0,0,14,0.6897,1,2,40,0.0583,0.0065,1.9943,1,0,1
233,3927,94,41.7766,69532,298.4206,1,0,0,1,17,0.1961,1,0,486,2.0858,0.7599,1.7637,2,0,1
4600,0,360,0.0,3922,0.8526,1,1,114,0,7,0.15,0,0,10831,2.3546,0.3229,3.0923,5,0,0
169,3806,482,7.8963,5713,33.8047,1,0,0,0,10,0.3203,1,2,26,0.1538,0.8938,1.7261,1,0,1
4310,0,285,0.0,9605,2.2285,1,0,0,1,4,0.0842,0,0,21129,4.9023,0.3971,5.8457,5,0,0
472,1,4820,0.0002,97,0.2055,0,0,0,0,18,0.2354,0,0,3,0.0064,0.0873,1.4876,1,0,1
205,2893,203,14.2512,90759,442.7268,1,1,74,0,14,0.3617,0,1,331,1.6146,0.8264,0.506,2,0,1
3727,482,425,1.1341,669,0.1795,1,1,110,1,9,0.1449,0,0,0,0.0,0.2511,3.9931,4,0,0
113,671,51,13.1569,29434,260.4779,1,0,0,0,19,0.2058,1,1,214,1.8938,0.9335,1.2356,2,0,1
814,246,565,0.4354,0,0.0,1,1,36,1,10,0.2881,0,30,3166,3.8894,0.0773,13.9096,4,0,0
3965,0,172,0.0,0,0.0,1,0,0,1,12,0.0296,0,0,7213,1.8192,0.2365,13.1761,3,0,0
1605,2295,299,7.6756,4372,2.724,1,0,0,0,12,0.3174,0,2,2746,1.7109,0.3685,3.4979,3,0,1
34,38,2212,0.0172,35610,1047.3529,0,0,0,1,19,0.4009,1,0,33,0.9706,0.7024,1.3572,1,0,1
1194,1057,916,1.1539,1655,1.3861,1,1,57,0,19,0.1163,0,7,1297,1.0863,0.3889,0.8329,2,0,1
508,0,1,0.0,4546,8.9488,0,1,121,0,11,0.2291,0,20,4029,7.9311,0.3872,6.0235,2,0,0
2074,0,404,0.0,0,0.0,1,0,0,0,10,0.2254,0,1,3215,1.5501,0.4102,12.3282,1,0,0
290,1162,500,2.324,3556,12.2621,0,1,116,0,5,0.0163,0,4,1953,6.7345,0.1827,4.1789,2,0,0
3888,1162,900,1.2911,2775,0.7137,1,1,130,1,4,0.2254,0,3,0,0.0,0.2189,8.9887,4,0,0
391,128,440,0.2909,5403,13.8184,1,1,30,0,12,0.2723,0,0,4042,10.3376,0.0709,14.7477,3,0,0
3875,0,911,0.0,1202,0.3102,1,1,91,0,15,0.1438,0,2,6936,1.7899,0.4424,5.0526,4,0,0
1736,0,1,0.0,2710,1.5611,1,0,0,0,5,0.0886,1,0,4075,2.3474,0.344,7.634,5,0,0
156,27,2522,0.0107,23958,153.5769,0,1,26,1,19,0.6114,1,0,15,0.0962,0.7196,0.3985,1,0,1
1319,1000,218,4.5872,2432,1.8438,1,1,88,0,14,0.2924,0,0,1773,1.3442,0.1588,14.2749,1,0,0
1069,0,1,0.0,3808,3.5622,1,0,0,0,12,0.2955,0,6,0,0.0,0.4193,12.0836,1,0,0
316,3970,168,23.631,66163,209.3766,1,1,49,0,11,0.4915,0,0,304,0.962,0.8345,1.8922,2,0,1
1541,2184,1305,1.6736,15369,9.9734,1,0,0,0,7,0.3093,0,3,1659,1.0766,0.3491,0.7836,3,0,1
4542,0,267,0.0,3766,0.8292,1,1,96,1,6,0.1621,0,31,6012,1.3236,0.4672,11.1609,4,0,0
1489,2181,379,5.7546,14339,9.63,0,1,86,1,9,0.372,1,3,456,0.3062,0.6536,2.8562,3,0,1
283,3725,360,10.3472,24057,85.0071,0,1,40,0,20,0.2529,0,3,313,1.106,0.7783,0.334,1,0,1
4028,0,1,0.0,1878,0.4662,1,1,31,0,6,0.0864,0,6,960,0.2383,0.0767,8.0699,3,0,0
66,27,2433,0.0111,5279,79.9848,1,0,0,1,7,0.6419,1,0,8,0.1212,0.6916,1.0848,1,0,1
759,2786,521,5.3474,3530,4.6509,1,1,82,0,11,0.2429,1,3,1411,1.859,0.367,0.8937,1,0,1
2532,0,340,0.0,654,0.2583,1,1,151,0,12,0.0542,1,0,119,0.047,0.3096,4.7684,4,0,0
1819,97,51,1.902,2679,1.4728,1,1,151,0,9,0.299,0,0,11525,6.3359,0.3974,7.9321,1,0,0
2387,602,452,1.3319,3651,1.5295,1,1,74,0,4,0.1578,0,0,4002,1.6766,0.3957,10.7998,3,1,0
4129,1359,1,1359.0,2349,0.5689,1,1,68,0,14,0.2267,0,0,1858,0.45,0.0937,10.157,1,0,0
18,20,1877,0.0107,49272,2737.3333,1,1,8,1,8,0.3436,0,3,18,1.0,0.6442,0.9029,1,0,1
1749,923,1,923.0,3464,1.9806,1,1,157,1,12,0.1808,0,0,0,0.0,0.3153,14.4912,5,0,0
817,654,1226,0.5334,1963,2.4027,1,1,64,0,18,0.2374,0,0,2173,2.6597,0.4312,2.2873,1,0,1
336,2809,397,7.0756,76048,226.3333,1,1,37,1,13,0.1738,1,4,311,0.9256,0.8308,1.6506,1,0,1
58,10,1607,0.0062,5,0.0862,1,1,1,0,18,0.3758,1,0,40,0.6897,0.0263,0.9195,1,0,1
553,555,336,1.6518,46993,84.9783,1,1,61,0,5,0.2811,0,1,148,0.2676,0.73,1.9138,2,0,1
1636,2867,380,7.5447,8080,4.9389,1,1,41,1,14,0.3759,0,5,1247,0.7622,0.5019,2.0548,3,0,1
180,12,4057,0.003,24563,136.4611,0,0,0,0,18,0.789,1,1,22,0.1222,0.7262,0.5039,1,0,1
223,5,7067,0.0007,194,0.87,1,1,23,0,8,0.5918,1,2,26,0.1166,0.0906,1.9472,1,0,1
4692,1600,1,1600.0,2879,0.6136,1,1,98,1,11,0.0866,0,12,13211,2.8156,0.0516,11.9501,1,0,0
415,226,1,226.0,5187,12.4988,1,1,45,1,8,0.1431,0,0,5582,13.4506,0.4445,7.3124,2,1,0
4833,2062,1,2062.0,0,0.0,1,1,120,1,15,0.2814,0,0,9195,1.9025,0.4159,10.7115,5,0,0
1982,2716,1919,1.4153,15621,7.8814,0,1,29,1,8,0.2844,0,1,929,0.4687,0.4766,3.4203,2,0,1
3627,0,60,0.0,6149,1.6953,0,1,157,0,15,0.1342,0,20,15151,4.1773,0.1671,14.0451,3,0,0
2148,893,320,2.7906,7524,3.5028,1,1,46,0,15,0.1385,0,0,466,0.2169,0.2909,12.6358,3,0,0
753,606,513,1.1813,9364,12.4356,1,1,36,0,16,0.1284,0,6,2553,3.3904,0.6611,3.8559,1,0,1
2822,635,274,2.3175,6760,2.3955,1,1,112,0,4,0.1788,0,8,559,0.1981,0.4202,2.6648,2,0,0
1263,634,46,13.7826,0,0.0,1,0,0,0,9,0.262,0,27,4169,3.3009,0.1708,12.6334,1,1,0
4922,0,531,0.0,4069,0.8267,1,0,0,1,9,0.1627,1,24,2056,0.4177,0.0789,9.2425,1,0,0
4227,1249,219,5.7032,3614,0.855,1,1,136,1,13,0.0232,0,28,83,0.0196,0.1088,13.0251,2,0,0
384,16,4061,0.0039,60,0.1562,0,0,0,0,16,0.2256,1,1,36,0.0938,0.2734,1.016,1,0,1
779,1456,368,3.9565,48365,62.086,1,1,26,0,10,0.373,0,4,13,0.0167,0.9612,1.0827,1,0,1
93,3,1996,0.0015,157,1.6882,0,0,0,0,6,0.6164,1,0,38,0.4086,0.2649,1.4999,1,0,1
1822,1053,545,1.9321,4574,2.5104,1,1,41,1,12,0.0332,0,21,2549,1.399,0.4232,8.9812,2,0,0
4911,1356,1,1356.0,0,0.0,1,1,141,1,4,0.235,0,27,7895,1.6076,0.1159,4.1426,1,0,0
405,18,6991,0.0026,172,0.4247,0,0,0,0,17,0.6857,1,0,5,0.0123,0.1139,0.0511,1,0,1
1471,1493,235,6.3532,4469,3.0381,1,0,0,0,13,0.0661,0,0,1726,1.1734,0.4989,3.1251,1,0,1
1211,851,208,4.0913,1240,1.0239,1,1,32,1,10,0.2584,0,0,1180,0.9744,0.2013,8.9122,3,0,0
237,0,606,0.0,2852,12.0338,1,1,75,0,12,0.1986,0,0,12509,52.7806,0.2147,11.1834,2,0,0
1025,2919,1636,1.7842,1663,1.6224,1,1,109,0,9,0.3863,0,0,897,0.8751,0.4655,1.258,2,0,1
1178,958,1040,0.9212,3090,2.6231,1,0,0,0,7,0.1425,0,1,1009,0.8565,0.4421,1.7754,2,0,1
84,2412,194,12.433,36332,432.5238,0,1,22,0,13,0.3362,0,0,361,4.2976,0.9661,1.9365,1,0,1
551,1570,561,2.7986,400,0.726,1,1,108,0,11,0.22,1,0,0,0.0,0.1628,2.5134,4,0,0
1779,861,1,861.0,3441,1.9342,1,1,52,0,4,0.2914,0,6,5899,3.3159,0.0703,8.9113,3,1,0
42,1840,135,13.6296,44551,1060.7381,0,1,64,0,14,0.2023,0,0,369,8.7857,0.9105,1.77,2,0,1
779,2214,1049,2.1106,9477,12.1656,1,1,51,0,10,0.2503,1,3,1372,1.7612,0.522,0.9201,2,0,1
399,1149,589,1.9508,127,0.3183,1,1,55,1,11,0.0069,0,0,0,0.0,0.4671,6.9976,5,0,0
129,3742,447,8.3714,56050,434.4961,1,0,0,0,9,0.2687,0,0,208,1.6124,0.982,0.247,1,0,1
424,3,1408,0.0021,151,0.3561,0,0,0,0,17,0.4126,1,0,36,0.0849,0.2122,0.2737,1,0,1
137,13,3862,0.0034,7036,51.3577,0,0,0,1,5,0.5517,1,0,8,0.0584,0.7654,1.468,1,0,1
1955,0,1146,0.0,2628,1.3442,1,1,101,0,10,0.0993,0,20,0,0.0,0.1348,13.1889,5,0,0
2770,585,165,3.5455,5373,1.9397,1,1,40,1,15,0.2854,1,21,3941,1.4227,0.0725,3.0324,3,0,0
1176,2783,880,3.1625,8292,7.051,1,1,69,0,17,0.3591,0,1,358,0.3044,0.5578,2.2957,3,0,1
1398,0,1,0.0,0,0.0,1,1,148,1,15,0.1263,0,20,0,0.0,0.4627,9.1261,1,0,0
441,399,477,0.8365,20796,47.1565,0,0,0,0,10,0.2435,0,0,461,1.0454,0.8709,1.507,2,0,1
1701,377,1925,0.1958,1115,0.6555,1,1,62,0,16,0.074,0,0,468,0.2751,0.5861,2.7272,1,0,1
279,2121,1075,1.973,18473,66.2115,1,1,73,1,7,0.3541,0,0,2336,8.3728,0.6074,2.2234,3,0,1
273,846,72,11.75,98055,359.1758,1,1,79,1,19,0.2282,1,0,151,0.5531,0.9316,0.5072,1,0,1
1711,781,174,4.4885,514,0.3004,1,0,0,1,11,0.2847,0,11,2929,1.7119,0.1214,12.1581,1,0,0
3787,1136,1,1136.0,0,0.0,1,1,95,1,12,0.0774,0,3,4819,1.2725,0.1749,3.5021,5,0,0
1895,0,130,0.0,668,0.3525,1,0,0,1,6,0.0598,0,19,0,0.0,0.4398,6.6706,3,1,0
2841,1058,583,1.8148,573,0.2017,1,1,52,0,6,0.1388,1,8,4447,1.5653,0.0765,10.3417,2,0,0
396,4231,298,14.198,27252,68.8182,1,0,0,0,13,0.16,0,2,54,0.1364,0.9122,0.7175,1,0,1
2073,82,770,0.1065,7129,3.439,1,1,42,0,7,0.2999,0,6,12249,5.9088,0.4536,3.4104,1,0,0
4600,1438,71,20.2535,2917,0.6341,1,1,115,0,14,0.0861,0,0,1701,0.3698,0.2004,9.6366,2,0,0
491,286,718,0.3983,1343,2.7352,1,1,92,0,4,0.2152,0,29,5606,11.4175,0.3087,5.1929,2,0,0
153,2595,402,6.4552,97584,637.8039,1,0,0,1,8,0.3426,0,0,340,2.2222,0.726,0.9318,1,0,1
2545,1139,953,1.1952,4431,1.7411,0,1,152,0,14,0.2296,0,0,5337,2.0971,0.3747,8.2771,3,0,0
2596,0,510,0.0,1660,0.6394,1,1,125,0,9,0.1207,1,5,7764,2.9908,0.3727,4.1067,5,0,0
906,2261,496,4.5585,2614,2.8852,1,1,110,1,5,0.041,1,0,5651,6.2373,0.2239,11.3711,4,0,0
2172,1454,1,1454.0,4803,2.2113,1,1,44,1,9,0.2894,1,26,8228,3.7882,0.4036,6.2941,4,0,0
691,2601,81,32.1111,71725,103.7988,0,0,0,0,10,0.1637,1,0,472,0.6831,0.8833,0.8523,2,0,1
152,0,460,0.0,878,5.7763,1,1,110,0,4,0.0081,0,0,0,0.0,0.2452,10.9279,5,0,0
1759,0,417,0.0,4077,2.3178,1,1,31,1,6,0.0652,0,0,462,0.2626,0.3502,14.4984,3,0,0
3443,255,362,0.7044,0,0.0,1,1,95,1,5,0.2691,0,13,338,0.0982,0.089,14.1916,3,0,0
818,2,6264,0.0003,156,0.1907,1,0,0,0,6,0.3966,0,1,23,0.0281,0.2384,1.6873,1,0,1
4581,1085,524,2.0706,2720,0.5938,0,1,123,0,13,0.2639,0,19,0,0.0,0.236,8.3253,4,0,0
66,48,4950,0.0097,38780,587.5758,0,0,0,0,10,0.3834,0,0,16,0.2424,0.6751,1.4378,1,0,1
91,19,4585,0.0041,134,1.4725,0,0,0,0,10,0.6969,1,2,17,0.1868,0.0977,0.4601,1,0,1
162,2462,1133,2.173,4631,28.5864,1,1,34,0,14,0.1213,0,5,767,4.7346,0.4758,0.739,2,0,1
165,3342,88,37.9773,41339,250.5394,0,0,0,1,18,0.307,0,1,116,0.703,0.8103,1.3522,2,0,1
2754,585,151,3.8742,0,0.0,1,1,129,0,9,0.1946,0,0,2055,0.7462,0.3417,4.5717,4,0,0
221,2039,521,3.9136,12593,56.9819,1,0,0,0,6,0.1165,0,0,707,3.1991,0.5849,3.2591,1,0,1
3825,1422,540,2.6333,0,0.0,1,0,0,0,11,0.1168,0,1,3173,0.8295,0.4425,2.2929,4,0,0
1931,0,212,0.0,7323,3.7923,1,1,89,1,15,0.0188,1,9,5349,2.7701,0.0737,3.866,3,0,0
249,0,10,0.0,0,0.0,1,1,51,1,8,0.0786,0,30,7508,30.1526,0.4607,4.7036,1,0,0
4009,296,371,0.7978,1443,0.3599,1,1,143,1,6,0.2519,0,1,8598,2.1447,0.1192,13.0775,2,0,0
383,304,454,0.6696,77000,201.0444,1,1,55,0,20,0.3396,0,0,304,0.7937,0.819,0.8638,1,0,1
1636,1138,1001,1.1369,12203,7.459,1,1,120,0,10,0.0583,0,0,604,0.3692,0.5836,1.175,2,0,1
191,38,4515,0.0084,34234,179.2356,1,0,0,1,19,0.7691,0,2,86,0.4503,0.8449,0.9143,1,0,1
751,3314,90,36.8222,78063,103.9454,1,1,29,0,8,0.3252,0,2,491,0.6538,0.7876,1.0555,1,0,1
2530,1229,1,1229.0,0,0.0,1,1,111,0,15,0.124,1,0,1861,0.7356,0.427,8.1901,4,0,0
1503,273,1731,0.1577,13130,8.7359,0,0,0,0,17,0.3936,0,6,1057,0.7033,0.3515,1.857,1,0,1
2721,587,596,0.9849,5312,1.9522,1,1,157,0,4,0.1391,0,5,7368,2.7078,0.291,3.7625,3,0,0
973,0,1,0.0,1695,1.742,1,1,80,0,12,0.2586,0,0,5414,5.5642,0.4703,4.004,4,0,0
4960,0,94,0.0,0,0.0,1,0,0,1,15,0.2224,0,11,8549,1.7236,0.0788,7.6183,5,0,0
132,8,7402,0.0011,158,1.197,1,0,0,0,12,0.2262,0,0,21,0.1591,0.1799,1.6943,1,0,1
72,38,4805,0.0079,39934,554.6389,1,0,0,1,13,0.7402,1,0,77,1.0694,0.9163,1.4679,1,0,1
169,7,3815,0.0018,81,0.4793,1,1,19,0,10,0.2507,0,0,25,0.1479,0.2915,1.3092,1,0,1
1818,909,1031,0.8817,5100,2.8053,0,1,126,0,12,0.2461,0,0,3229,1.7761,0.4116,9.5469,1,0,0
3696,1067,279,3.8244,2708,0.7327,1,1,131,1,4,0.0225,0,0,9803,2.6523,0.3557,14.3863,2,0,0
4643,2331,1,2331.0,354,0.0762,1,1,97,1,6,0.019,0,1,0,0.0,0.0846,5.2721,2,0,0
65,2579,422,6.1114,45367,697.9538,0,0,0,1,17,0.222,0,0,17,0.2615,0.9064,1.9572,1,0,1
4974,0,448,0.0,1686,0.339,1,1,107,1,14,0.2893,0,0,0,0.0,0.0706,4.134,2,0,0
4980,784,407,1.9263,899,0.1805,1,0,0,1,5,0.1105,1,0,3707,0.7444,0.4134,9.1506,4,0,0
76,2308,293,7.8771,74678,982.6053,1,0,0,1,14,0.3746,1,4,388,5.1053,0.9639,1.332,1,0,1
71,38,4420,0.0086,26457,372.6338,1,0,0,0,14,0.3534,0,1,16,0.2254,0.8251,0.4284,1,0,1
199,17,4717,0.0036,41587,208.9799,0,0,0,1,19,0.6856,1,0,72,0.3618,0.8456,0.8912,1,0,1
506,297,642,0.4626,0,0.0,1,1,115,0,15,0.1005,0,0,0,0.0,0.4913,8.9123,4,0,0
3028,1546,884,1.7489,3234,1.068,1,0,0,0,9,0.2421,0,0,0,0.0,0.2088,7.296,3,0,0
423,701,237,2.9578,1759,4.1584,1,0,0,0,15,0.265,0,0,511,1.208,0.5263,3.4303,2,0,1
754,1,1320,0.0008,196,0.2599,1,0,0,0,6,0.6928,1,3,17,0.0225,0.1347,0.9787,1,0,1
184,1,4255,0.0002,10745,58.3967,0,0,0,0,14,0.3449,0,1,49,0.2663,0.6848,1.3836,1,0,1
125,12,860,0.014,26201,209.608,0,1,12,1,10,0.6148,1,0,4,0.032,0.7617,0.7015,1,0,1
329,206,458,0.4498,1463,4.4468,1,1,157,0,4,0.134,0,9,3297,10.0213,0.1322,14.1723,2,0,0
1474,1029,415,2.4795,3327,2.2571,1,1,141,0,5,0.1147,0,0,0,0.0,0.157,10.9214,2,0,0
377,19,1535,0.0124,40,0.1061,1,0,0,0,6,0.6803,0,0,39,0.1034,0.0904,1.7346,1,0,1
2406,512,378,1.3545,299,0.1243,0,1,57,0,8,0.1474,0,10,9072,3.7706,0.4125,14.5682,1,0,0
90,365,960,0.3802,0,0.0,1,0,0,0,5,0.0109,0,0,1964,21.8222,0.4009,5.1786,5,0,0
54,8,1818,0.0044,6796,125.8519,0,0,0,0,15,0.5567,1,4,10,0.1852,0.6335,0.3183,1,0,1
168,26,3268,0.008,5301,31.5536,1,0,0,1,20,0.7374,1,1,52,0.3095,0.9319,0.512,1,0,1
968,987,1,987.0,0,0.0,1,1,94,1,13,0.1058,0,0,5850,6.0434,0.2856,6.6878,5,0,0
4912,853,512,1.666,2754,0.5607,1,1,25,0,9,0.0474,0,0,10871,2.2132,0.3058,11.0495,3,0,0
1461,295,1187,0.2485,7253,4.9644,0,0,0,0,5,0.37,0,0,685,0.4689,0.4988,1.3981,1,0,1
4431,683,1,683.0,2169,0.4895,1,1,23,0,6,0.2644,0,14,7406,1.6714,0.4742,8.196,1,0,0
4470,1203,1,1203.0,9897,2.2141,1,1,150,0,14,0.1083,0,0,5915,1.3233,0.2178,5.7005,3,0,0
